
1,1221dw,Adarsh,20:50:25,29/05/2022,Present
None,None,None,23:12:14,29/05/2022,Present
None,None,None,23:12:14,29/05/2022,Present
None,None,None,23:12:14,29/05/2022,Present
None,None,None,23:12:14,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:15,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:16,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:17,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:18,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:19,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:20,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:21,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:22,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:23,29/05/2022,Present
None,None,None,23:12:24,29/05/2022,Present
None,None,None,23:12:24,29/05/2022,Present
